content,date,location,like_count,source,total_media_shared,retweet_count,month_year,clearcontent
"In response to an outbreak in China caused by a novel (new) #coronavirus, @CDCgov will begin health screenings of travelers arriving from #Wuhan, China at SFO. https://t.co/UhQlPGuwGD #novelcoronavirus #2019nCoV",2020-01-18,San Francisco Intl Airport SFO,7,Twitter Web App,0,2,2020-01,in response to an outbreak in china caused by a novel new coronavirus cdcgov will begin health screenings of travelers arriving from wuhan china at sfo novelcoronavirus 2019ncov
Beijing Daxing Health Commission confirms 2 #coronavirus cases; Guangdong Province confirms 1 case. #China,2020-01-19,"Washington, DC ",11,Twitter Web App,0,7,2020-01,beijing daxing health commission confirms 2 coronavirus cases guangdong province confirms 1 case china
"According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend.",2020-01-19,"Washington, DC ",30,Twitter Web App,0,40,2020-01,according to health officials in wuhan china 136 new cases of the coronavirus emerged during the weekend
Update on #Wuhan #coronavirus outbreak... https://t.co/RSDpOLrgSd,2020-01-19,Texas State University - @TXST_CLS,1,LinkedIn,0,0,2020-01,update on wuhan coronavirus outbreak
"Over the weekend the number of detected #coronavirus cases in #Wuhan jumped by 136 cases with one new death reported. Of these, three are critically ill. New cases have also been reported for the first time outside the city: two in Beijing and one in Shenzhen.",2020-01-19,"Washington, DC",4,Twitter for Android,0,2,2020-01,over the weekend the number of detected coronavirus cases in wuhan jumped by 136 cases with one new death reported of these three are critically ill new cases have also been reported for the first time outside the city two in beijing and one in shenzhen
"WHO is proposing studies on the novel #coronavirus (2019-nCoV) that can be done in #China🇨🇳 and elsewhere to better understand transmission, risk factors, and where the virus is. These studies take time and resources.
Some of these studies are being undertaken already. https://t.co/UKhbx8Gwuf",2020-01-19,"Geneva, Switzerland",131,Twitter for iPhone,1,75,2020-01,who is proposing studies on the novel coronavirus 2019ncov that can be done in china and elsewhere to better understand transmission risk factors and where the virus is these studies take time and resources some of these studies are being undertaken already
"As more novel #coronavirus (2019-nCoV) cases are identified and more analysis undertaken, we will get a clearer picture of disease severity and transmission patterns.
We will update and expand our guidance as we learn more. https://t.co/vr5h2Dh8Ol",2020-01-19,"Geneva, Switzerland",119,Twitter for iPhone,1,70,2020-01,as more novel coronavirus 2019ncov cases are identified and more analysis undertaken we will get a clearer picture of disease severity and transmission patterns we will update and expand our guidance as we learn more
"WHO urges countries to continue preparedness activities for the novel #coronavirus (2019-nCoV), and continue sharing of information. 
Speedy information sharing has already had a positive impact on the response. https://t.co/TahppzkEe6",2020-01-19,"Geneva, Switzerland",141,Twitter for iPhone,1,100,2020-01,who urges countries to continue preparedness activities for the novel coronavirus 2019ncov and continue sharing of information speedy information sharing has already had a positive impact on the response
"Beijing has confirmed that for the first time, two people have been diagnosed with the #coronavirus. They have a history of traveling to Wuhan where most of the coronavirus-related #pneumonia cases have occurred. #Flu 
https://t.co/yEebcTPVXw",2020-01-19,"Beijing, China",67,TweetDeck,0,20,2020-01,beijing has confirmed that for the first time two people have been diagnosed with the coronavirus they have a history of traveling to wuhan where most of the coronavirusrelated pneumonia cases have occurred flu
WHO has issued advice for individuals on how to protect themselves and others from the novel #coronavirus (2019-nCoV),2020-01-19,"Geneva, Switzerland",319,Twitter for iPhone,0,253,2020-01,who has issued advice for individuals on how to protect themselves and others from the novel coronavirus 2019ncov
"WHO has provided advice to countries on how to identify people sick with the novel #coronavirus (2019-nCoV), how to care for them, and how to prevent spread.",2020-01-19,"Geneva, Switzerland",216,Twitter for iPhone,0,146,2020-01,who has provided advice to countries on how to identify people sick with the novel coronavirus 2019ncov how to care for them and how to prevent spread
"For the first time, there are novel #coronavirus (2019-nCoV) cases reported outside of #Wuhan, within #China🇨🇳.
These cases were identified because of searching and testing for cases outside Wuhan.",2020-01-19,"Geneva, Switzerland",293,Twitter for iPhone,0,252,2020-01,for the first time there are novel coronavirus 2019ncov cases reported outside of wuhan within china these cases were identified because of searching and testing for cases outside wuhan
"#China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past two days.
This is the result of increased searching and testing for 2019-nCoV among people sick with respiratory illness. https://t.co/qAuaFzYmXH",2020-01-19,"Geneva, Switzerland",3358,Twitter for iPhone,1,2756,2020-01,china has reported to who 139 new cases of the novel coronavirus 2019ncov in wuhan beijing and shenzhen over the past two days this is the result of increased searching and testing for 2019ncov among people sick with respiratory illness
#Shanghai #Health Commission said on Sunday it has stepped up screening for suspected #coronavirus related pneumonia. https://t.co/jONrj5X2aP https://t.co/7T5LJzOWkA,2020-01-19,Shanghai,0,Twitter for iPhone,1,0,2020-01,shanghai health commission said on sunday it has stepped up screening for suspected coronavirus related pneumonia
"Is the #coronavirus discovered in China now passing from human to human? We speak with Dr Irani Thevarajan of @TheDohertyInst
https://t.co/P203BERywJ",2020-01-19,Australia,0,TweetDeck,0,0,2020-01,is the coronavirus discovered in china now passing from human to human we speak with dr irani thevarajan of thedohertyinst
"#Breaking: 2 #pneumonia cases caused by new type of #coronavirus were confirmed Sunday in #Beijing. The patients, who had traveled to #Wuhan, are in stable condition. (Photo: VCG) https://t.co/IOteRaQO6i https://t.co/bjtp7tP9QG",2020-01-19,"Beijing, China",18,Twitter Web App,1,10,2020-01,breaking 2 pneumonia cases caused by new type of coronavirus were confirmed sunday in beijing the patients who had traveled to wuhan are in stable condition photo vcg
"Big surge in new #coronavirus cases in #Wuhan in last 2 days. Total Wuhan cases: 198 cases as of 1/19 22:00; 66 male, 70 female. Ages 25 to 89. 33 cases severe, 3 critical incl one new death. 2 cases reported in Beijing. So 200 cases reported in China. https://t.co/ucmnT7gfhr",2020-01-19,"Washington, D.C.",8,Twitter Web App,0,5,2020-01,big surge in new coronavirus cases in wuhan in last 2 days total wuhan cases 198 cases as of 119 2200 66 male 70 female ages 25 to 89 33 cases severe 3 critical incl one new death 2 cases reported in beijing so 200 cases reported in china
The latest Emergency Management Times! https://t.co/a6g8k4cTml Thanks to @IsmaelAquino @PRhynardPIO @DanMcGarvey #coronavirus #ai,2020-01-19,"Washington, DC",1,Paper.li,0,1,2020-01,the latest emergency management times thanks to ismaelaquino prhynardpio danmcgarvey coronavirus ai
"The emergence of the novel #coronavirus in Wuhan China and report of cases in Japan and Thailand, has raised concerns in countries.

Though the risk of spread to Nigeria is moderate according to @WHO, we remain at alert &amp; continue to strengthen preparedness https://t.co/jMETcRNc3y",2020-01-19,"Berlin, Geneva",13,Twitter for iPhone,1,8,2020-01,the emergence of the novel coronavirus in wuhan china and report of cases in japan and thailand has raised concerns in countries though the risk of spread to nigeria is moderate according to who we remain at alert amp continue to strengthen preparedness
"""The boundaries we hold dear aren't respected by infectious diseases""

The recent emergence of a novel #coronavirus in Wuhan, China &amp; its spread to other countries within weeks reminds us of the threat infectious diseases pose to all countries

#NCDCSundayReflections https://t.co/gLr2ymK2Xv",2020-01-19,"Berlin, Geneva",101,Twitter for iPhone,1,55,2020-01,the boundaries we hold dear arent respected by infectious diseases the recent emergence of a novel coronavirus in wuhan china amp its spread to other countries within weeks reminds us of the threat infectious diseases pose to all countries ncdcsundayreflections
"Just In: #Pneumonia cases caused by a new type of #coronavirus in Central China’s #Wuhan have rose to 198, with 25 recovered and 3 dead: Wuhan health authority on Sunday https://t.co/nYWK6ZLQtj https://t.co/DGYEQFoc0L",2020-01-19,"Beijing, China",2,Twitter Web App,1,2,2020-01,just in pneumonia cases caused by a new type of coronavirus in central chinas wuhan have rose to 198 with 25 recovered and 3 dead wuhan health authority on sunday
"China will step up efforts to contain the #coronavirus outbreak in Wuhan ahead of the Lunar New Year holidays as a rise in confirmed cases fanned fears the virus could spread to other countries.

https://t.co/QNei7TbmXy",2020-01-19,"New York, USA",0,Bitly,0,0,2020-01,china will step up efforts to contain the coronavirus outbreak in wuhan ahead of the lunar new year holidays as a rise in confirmed cases fanned fears the virus could spread to other countries
"Read carefully.
Bejing claims there are no cases Chinese cases outside #WuHan and no evidence of hu2human transmission. At least 8 ppl are already in jail for ""spreading rumors "" abt #Coronavirus: Beijing breaks silence, to 'deny rumours'.
https://t.co/VTRq5BFFR7

via @GoogleNews",2020-01-19,"New York, NY",9,Twitter for Android,0,4,2020-01,read carefully bejing claims there are no cases chinese cases outside wuhan and no evidence of hu2human transmission at least 8 ppl are already in jail for spreading rumors abt coronavirus beijing breaks silence to deny rumours via googlenews
"A 45-year-old Indian school teacher is undergoing treatment following the outbreak of a new strain of pneumonia spreading in the Chinese cities of Wuhan and Shenzhen. #coronavirus
https://t.co/oGic2uLyy2",2020-01-19,"Chennai, India",73,SocialFlow,0,23,2020-01,a 45yearold indian school teacher is undergoing treatment following the outbreak of a new strain of pneumonia spreading in the chinese cities of wuhan and shenzhen coronavirus
"Watch | #Coronavirus spreads beyond #China

17 more cases of #pneumonia caused by virus emerge

More on this by @MollyGambhir https://t.co/JGti6wlI5f",2020-01-19,India,7,Twitter Media Studio,1,3,2020-01,watch coronavirus spreads beyond china 17 more cases of pneumonia caused by virus emerge more on this by mollygambhir
"In pics | Here's what we know of the outbreak so far

#coronavirus

https://t.co/sR7lT3PLt0",2020-01-19,India,4,TweetDeck,0,1,2020-01,in pics heres what we know of the outbreak so far coronavirus
"Infectious disease #pandemic planning and response: Incorporating decision analysis, Policy Forum in @PLOSMedicine: https://t.co/PvxguXfI7o https://t.co/HFFxPlT3oP",2020-01-19,"London, England",3,Hootsuite Inc.,1,0,2020-01,infectious disease pandemic planning and response incorporating decision analysis policy forum in plosmedicine
"A total of 19 have been cured and discharged from the hospital, and the rest remain in isolation and are receiving treatment, state-run Xinhua news agency reported on Sunday.

#coronavirus 

https://t.co/oVVNruBmy6",2020-01-19,"Chennai, India",2,Twitter Web App,0,1,2020-01,a total of 19 have been cured and discharged from the hospital and the rest remain in isolation and are receiving treatment staterun xinhua news agency reported on sunday coronavirus
"Indian school teacher becomes first foreigner to contract coronavirus in China #coronavirus #China 

https://t.co/6WPq7vFUrJ",2020-01-19,India,12,Twitter Web App,0,1,2020-01,indian school teacher becomes first foreigner to contract coronavirus in china coronavirus china
"Watch | #India issues travel advisory to #China in wake of #coronavirus spread

Sick travellers asked to seek medical care immediately

More on this by @nischitav https://t.co/axTh9tmL9d",2020-01-19,India,10,Twitter Media Studio,1,5,2020-01,watch india issues travel advisory to china in wake of coronavirus spread sick travellers asked to seek medical care immediately more on this by nischitav
"#RT @UN: RT @WHO: Q: What is a #coronavirus?

A: Coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory… https://t.co/W99ZZz0P8L",2020-01-19,"New Delhi, India",0,IFTTT,1,0,2020-01,rt un rt who q what is a coronavirus a coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more severe diseases such as middle east respiratory syndrome mers and severe acute respiratory
"2019-novel #coronavirus has triggered a health scare in China, infecting 62 people so far and killing two. Here is a guide to this latest health emergency #WuhanVirus #NovelCoronavirus
(By @mukeshrawat705)
https://t.co/58KYW1KfAZ",2020-01-19,India,13,Twitter Web App,0,7,2020-01,2019novel coronavirus has triggered a health scare in china infecting 62 people so far and killing two here is a guide to this latest health emergency wuhanvirus novelcoronavirus by mukeshrawat705
"RT WHO: Q: What is a #coronavirus?

A: Coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome … https://t.co/W99ZZz0P8L",2020-01-19,"New Delhi, India",0,IFTTT,1,0,2020-01,rt who q what is a coronavirus a coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more severe diseases such as middle east respiratory syndrome mers and severe acute respiratory syndrome
"In total, 62 cases of the novel #coronavirus have been identified in the city of #Wuhan, where the virus appears to have originated. #China https://t.co/9lcGPh3d0l",2020-01-19,Saudi Arabia,2,Emplifi,0,3,2020-01,in total 62 cases of the novel coronavirus have been identified in the city of wuhan where the virus appears to have originated china
"#China virus cases spike, 17 new infections reported
#Coronavirus #pneumonia  https://t.co/bh4l0o6Tat",2020-01-19,Al Hilal - C Ring Road,0,GT_Backend,0,1,2020-01,china virus cases spike 17 new infections reported coronavirus pneumonia
"Seventeen more people in central China have been diagnosed with #coronavirus, a new form of viral pneumonia that has killed two patients and placed other countries on alert. https://t.co/T7oRznts43",2020-01-19,Miami / Fort Lauderdale,8,SocialNewsDesk,0,14,2020-01,seventeen more people in central china have been diagnosed with coronavirus a new form of viral pneumonia that has killed two patients and placed other countries on alert
Help us....we are trying to figure out #Pandemic and are completely lost and confused. Tips?,2020-01-19,Denver,3,Twitter for iPhone,0,0,2020-01,help uswe are trying to figure out pandemic and are completely lost and confused tips
"Much remains to be understood about the new #coronavirus, including where it comes from and how it is transmitted.",2020-01-19,"Manila, Philippines",18,Twitter for iPhone,0,10,2020-01,much remains to be understood about the new coronavirus including where it comes from and how it is transmitted
"Update: a worrying thread as #ChineseNewYear approaches. The latest on the new #coronavirus emerging from #Wuhan. #WuhanPneumonia 
https://t.co/faYCLmlEOL DYK, #CNY has been described as the world’s largest movement of humans every year. 
#planestrainsandautomobiles #yearoftherat",2020-01-19,Tweets on Asia🌏 & USA  ,0,Twitter for iPhone,0,1,2020-01,update a worrying thread as chinesenewyear approaches the latest on the new coronavirus emerging from wuhan wuhanpneumonia dyk cny has been described as the worlds largest movement of humans every year planestrainsandautomobiles yearoftherat
"#Coronavirus: Australia's top health official says there is 'no current need' to enhance airport screening
#WuhanCluster#WuhanCluster #WuhanPneumonia

https://t.co/CJos9rjGGX",2020-01-19,"Brisbane, Australia",5,Twitter for Android,0,2,2020-01,coronavirus australias top health official says there is no current need to enhance airport screening wuhanclusterwuhancluster wuhanpneumonia
"...ER staff suspected #rotovirus or #coronavirus, but didn't really know.  They also suspected everything from #dengue to #pneumonia.  Illness spread, in less severe form, to all members of family.  (All OK now, fortunately).

-Was this the #WuhanVirus?  Well: &lt;2/4&gt;",2020-01-19,"Washington, DC",0,Twitter Web App,0,0,2020-01,er staff suspected rotovirus or coronavirus but didnt really know they also suspected everything from dengue to pneumonia illness spread in less severe form to all members of family all ok now fortunately was this the wuhanvirus well lt24gt
"ICYMI here is the Thai MOH rundown on #WuhanPneumonia #NovelCoronavirus -- ""found confirmed #coronavirus pneumonia of the 2019 strain from a 2nd individual, which is currently under medical supervision at Bamrasnaradura Institute ""

https://t.co/JAWKuVViiX",2020-01-19,"New York, NY",5,Twitter Web App,0,0,2020-01,icymi here is the thai moh rundown on wuhanpneumonia novelcoronavirus found confirmed coronavirus pneumonia of the 2019 strain from a 2nd individual which is currently under medical supervision at bamrasnaradura institute
"A few more cases of the novel coronavirus discovered in Wuhan.

Are we only seeing the tip of the iceberg?  Regardless of the efficacy of person-to-person transmission, if there are enough people infected, even inefficient transmission would propagate this further.

#coronavirus",2020-01-19,University of Toronto,24,Twitter Web App,0,5,2020-01,a few more cases of the novel coronavirus discovered in wuhan are we only seeing the tip of the iceberg regardless of the efficacy of persontoperson transmission if there are enough people infected even inefficient transmission would propagate this further coronavirus
#BREAKING #Wuhan has 17 new cases of #coronavirus #wuhanvirus,2020-01-19,"Washington, DC",0,Twitter for Android,0,0,2020-01,breaking wuhan has 17 new cases of coronavirus wuhanvirus
Fiji Boxing Team Warned Of 'Mystery Disease' Ahead Of Olympic Qualifiers In China https://t.co/viNJaLNdZ5 #coronavirus #boxing #olympicqualifiers https://t.co/60wMNgOBDt,2020-01-19,Fiji,2,TweetDeck,1,0,2020-01,fiji boxing team warned of mystery disease ahead of olympic qualifiers in china coronavirus boxing olympicqualifiers
"It started as a few cases of pneumonia in workers at a fish market in central China. Now a new virus has the world on alert.

So what do we know about the #NovelCoronavirus / 2019-nCoV and how worried should we be?

https://t.co/Plce2pQCnT for @ABCscience + @abcnews #coronavirus",2020-01-20,"Brisbane, Australia",13,Twitter Web App,0,12,2020-01,it started as a few cases of pneumonia in workers at a fish market in central china now a new virus has the world on alert so what do we know about the novelcoronavirus 2019ncov and how worried should we be for abcscience abcnews coronavirus
#Wuhan #coronavirus update,2020-01-20,"Washington, DC",1,TweetDeck,0,0,2020-01,wuhan coronavirus update
"Is it just me or does this #coronavirus thing seem way overblown?

I guess if the World Health Organization is meeting about it in an emergency session maybe not ... but from what I've read it doesn't seem that widespread.

(Now I'm going to go watch 28 Days Later.)",2020-01-20,"Vancouver, British Columbia",4,Twitter Web App,0,0,2020-01,is it just me or does this coronavirus thing seem way overblown i guess if the world health organization is meeting about it in an emergency session maybe not but from what ive read it doesnt seem that widespread now im going to go watch 28 days later
"Three of the busiest U.S. #airports will start #screening passengers arriving from Wuhan, #China, for signs of a deadly new virus that has sickened dozens https://t.co/qe1U26MGUB via @business #avgeek #aviation #travel #coronavirus @flyLAXairport @JFKairport @flySFO",2020-01-20,Singapore,0,Twitter Web App,0,2,2020-01,three of the busiest us airports will start screening passengers arriving from wuhan china for signs of a deadly new virus that has sickened dozens via business avgeek aviation travel coronavirus flylaxairport jfkairport flysfo
"China #coronavirus: British tourist believed to have contracted Sars-like virus as infection cases increase 

https://t.co/liA29kyhtq",2020-01-20,"New York, USA",0,Twitter Web App,0,2,2020-01,china coronavirus british tourist believed to have contracted sarslike virus as infection cases increase
"I know it’s deadly serious, but I cannot see Coronavirus without wanting a beer with a lime in it. 
#coronavirus",2020-01-20,,37,Twitter for iPad,0,2,2020-01,i know its deadly serious but i cannot see coronavirus without wanting a beer with a lime in it coronavirus
Direct flights from a Chinese city to Australia will be screened as concerns mount for a deadly new form of viral pneumonia 🔒  https://t.co/4nD7mB4MIY #coronavirus #auspol,2020-01-20,"Perth, Western Australia",4,Buffer,0,3,2020-01,direct flights from a chinese city to australia will be screened as concerns mount for a deadly new form of viral pneumonia coronavirus auspol
"MyPOV: we are at the beginning of a massive pandemic in the similar type of #coronavirus as #sars was. 

#china needs to ask for more help to contain the fallout and not cover up #wef20 #davos2020  https://t.co/Ch9voP53ep",2020-01-20,Silicon Valley | SF | FL 410+,20,Twitter for iPhone,0,5,2020-01,mypov we are at the beginning of a massive pandemic in the similar type of coronavirus as sars was china needs to ask for more help to contain the fallout and not cover up wef20 davos2020
"One of China’s leading specialists in communicable diseases has warned that human-to-human transmission is responsible for some cases of a previously unknown #coronavirus that has killed three people in the Chinese city of Wuhan.
https://t.co/bkUpMVBKAh",2020-01-20,"New York, USA",3,Bitly,0,0,2020-01,one of chinas leading specialists in communicable diseases has warned that humantohuman transmission is responsible for some cases of a previously unknown coronavirus that has killed three people in the chinese city of wuhan
"If you are travelling to an area affected by the 2019-nCOV #coronavirus outbreak, check our #travel health notice and take precautions to protect your health: 
https://t.co/zAWrqWDpC1",2020-01-20,Canada,26,Twitter Web App,0,21,2020-01,if you are travelling to an area affected by the 2019ncov coronavirus outbreak check our travel health notice and take precautions to protect your health
Canada has a number of standard border measures to prevent the introduction of infectious diseases into our country. More measures will be implemented soon. 2019-nCoV: https://t.co/F3CqVzJWUI #coronavirus,2020-01-20,Canada,31,Twitter Web App,0,17,2020-01,canada has a number of standard border measures to prevent the introduction of infectious diseases into our country more measures will be implemented soon 2019ncov coronavirus
"Based on the latest information, the risk to Canadians of the #coronavirus is low. The #GoC, provinces &amp; territories have multiple systems in place to identify, prevent &amp; control the spread of infectious diseases",2020-01-20,Canada,17,Twitter Web App,0,19,2020-01,based on the latest information the risk to canadians of the coronavirus is low the goc provinces amp territories have multiple systems in place to identify prevent amp control the spread of infectious diseases
"Working this #MLK day from #washingtondc on the @cbseveningnews 6:30 ET. Got you covered: #impeachment #coronavirus &amp; all the news &amp; awesome story on the 1st aircraft carrier named for an African-American sailor, by David Martin Don’t miss it!!! @NorahODonnell is back tom’w https://t.co/XJyvbj95w2",2020-01-20,"New York, NY",50,Twitter for iPhone,2,1,2020-01,working this mlk day from washingtondc on the cbseveningnews 630 et got you covered impeachment coronavirus amp all the news amp awesome story on the 1st aircraft carrier named for an africanamerican sailor by david martin dont miss it norahodonnell is back tomw
"An outbreak of a new #coronavirus has spread to more Chinese cities, including the capital #Beijing and #Shanghai, authorities said on Monday, and a fourth case has been reported beyond #China’s borders https://t.co/Lr3C2r9exw",2020-01-20,Pakistan,1,Emplifi,0,2,2020-01,an outbreak of a new coronavirus has spread to more chinese cities including the capital beijing and shanghai authorities said on monday and a fourth case has been reported beyond chinas borders
@PHAC_GC says three people in Canada  who travelled from #Wuhan have been investigated for signs of China #coronavirus but were cleared of the illness in the past week.,2020-01-20,Toronto,4,Twitter Web App,0,1,2020-01,phacgc says three people in canada who travelled from wuhan have been investigated for signs of china coronavirus but were cleared of the illness in the past week
Be sure to catch me on @FoxNews w/ @TeamCavuto at 4:45pm EST! I’ll fill you in on a new deadly strain of #Coronavirus currently spreading across #China... I’ll discuss #prevention and #safety! Be sure to tune in!,2020-01-20,"New York, NY",14,Twitter for iPhone,0,0,2020-01,be sure to catch me on foxnews w teamcavuto at 445pm est ill fill you in on a new deadly strain of coronavirus currently spreading across china ill discuss prevention and safety be sure to tune in
I’ve just spoken to the Commonwealth’s Chief Medical Officer about #coronavirus in #Wuhan. We’ve agreed on enhancing messaging in all first ports of entry for incoming passengers. No direct flights Wuhan to Melbourne. All ill passengers should be assessed by Biosecurity officer.,2020-01-20,"Melbourne, Victoria. ",60,Twitter for iPhone,0,25,2020-01,ive just spoken to the commonwealths chief medical officer about coronavirus in wuhan weve agreed on enhancing messaging in all first ports of entry for incoming passengers no direct flights wuhan to melbourne all ill passengers should be assessed by biosecurity officer
Catch me on @cnni ~9 PM Eastern. We'll be talking about the new #Wuhan #coronavirus. Will @WHO declare the outbreak a public health emergency of international concern?,2020-01-20,"New York, NY, USA",6,Twitter Web App,0,2,2020-01,catch me on cnni 9 pm eastern well be talking about the new wuhan coronavirus will who declare the outbreak a public health emergency of international concern
"President Xi Jinping urged resolute efforts on Monday to contain the spread of #pneumonia cases caused by a new strain of #coronavirus as cases of the contagion rose to 224, all but six of them confirmed, as of 8 pm on Monday. #XiJinping",2020-01-20,"Beijing, China",19,Twitter for Advertisers.,0,9,2020-01,president xi jinping urged resolute efforts on monday to contain the spread of pneumonia cases caused by a new strain of coronavirus as cases of the contagion rose to 224 all but six of them confirmed as of 8 pm on monday xijinping
"#coronavirus update by chief public health officer Dr. Teresa Tam: 3 travellers have been investigated as possibly having the virus in Canada, but all 3 have been ruled out (in the last week). Won’t say in which province or territory given the small numbers.",2020-01-20,Calgary,10,Twitter for iPhone,0,3,2020-01,coronavirus update by chief public health officer dr teresa tam 3 travellers have been investigated as possibly having the virus in canada but all 3 have been ruled out in the last week wont say in which province or territory given the small numbers
"China virus extends reach as human transmission is confirmed
#coronavirus 
https://t.co/rEaBJW8LR0",2020-01-20,"Tokyo, New York",6,SocialFlow,0,10,2020-01,china virus extends reach as human transmission is confirmed coronavirus
"Human-to-human transmission confirmed in China coronavirus
https://t.co/XwZZiW9MUV
#worldnews #China #coronavirus #health https://t.co/ptKWK1mMTI",2020-01-20,Calgary,1,Salesforce - Social Studio,1,1,2020-01,humantohuman transmission confirmed in china coronavirus worldnews china coronavirus health
What we know about the emerging  #coronavirus from Prof Xi Chen @xcyale with @YaleSPH @YaleEconomics tonight on @WTNH at 5p. https://t.co/Bz6ljXBXvK,2020-01-20,New Haven,3,TweetDeck,1,4,2020-01,what we know about the emerging coronavirus from prof xi chen xcyale with yalesph yaleeconomics tonight on wtnh at 5p
"New information is being reported about the new #coronavirus that emerged in #China in December and causes respiratory symptoms such as pneumonia — heightening concerns about its potential threat to humans
https://t.co/XxmvnmxdYX https://t.co/8n2gIHBzSY",2020-01-20,"San Diego, California",1,Buffer,1,0,2020-01,new information is being reported about the new coronavirus that emerged in china in december and causes respiratory symptoms such as pneumonia heightening concerns about its potential threat to humans
"Chinese officials have confirmed that the deadly coronavirus, which has already killed three people, can be passed between humans #coronavirus

https://t.co/1ugvNfKute",2020-01-20,UK,2,Buffer,0,5,2020-01,chinese officials have confirmed that the deadly coronavirus which has already killed three people can be passed between humans coronavirus
"Well, that’s the last time I drink that shit! #coronavirus https://t.co/AW5PunCyJU",2020-01-20,Britain,5,Twitter for iPhone,1,0,2020-01,well thats the last time i drink that shit coronavirus
A single patient has infected at least 14 medical staff with the deadly #coronavirus. There is now mounting concern the novel form of viral pneumonia could spread across borders. https://t.co/SyiGJL8JdU,2020-01-20,Australia,7,Sprout Social,0,6,2020-01,a single patient has infected at least 14 medical staff with the deadly coronavirus there is now mounting concern the novel form of viral pneumonia could spread across borders
"As #coronavirus spreads to more cities in #China, #WHO calls emergency meeting - ⁦@Reuters⁩ wrap tonight @who #health https://t.co/FuW6dGSx5k",2020-01-20,"Geneva, Switzerland",2,Twitter for iPhone,0,1,2020-01,as coronavirus spreads to more cities in china who calls emergency meeting reuters wrap tonight who health
Human-to-human transmission confirmed in China #coronavirus https://t.co/RuQHIzdxv2 https://t.co/k610Zt2nRe,2020-01-20,"Honolulu, Hawaii",0,Sendible,1,1,2020-01,humantohuman transmission confirmed in china coronavirus
The latest Emergency Management Times! https://t.co/DVzoBOP2ut Thanks to @willclarkeinoz @PittsburghOEMHS @Bewickwren #coronavirus #sécurité,2020-01-20,"Washington, DC",1,Paper.li,0,0,2020-01,the latest emergency management times thanks to willclarkeinoz pittsburghoemhs bewickwren coronavirus sécurité
"The #coronavirus, which has infected more than 160 people in four countries, can be transmitted through human-to-human contact, Chinese authorities confirm.

 https://t.co/3tY5oel159",2020-01-20,Ireland,2,Echobox,0,0,2020-01,the coronavirus which has infected more than 160 people in four countries can be transmitted through humantohuman contact chinese authorities confirm
"Human-to-human transmission has been confirmed in an outbreak of a new #coronavirus, a development that raises the possibility that it could spread more quickly and widely. https://t.co/1QSoa9SRnB",2020-01-20,"Allentown, PA",0,Twitter Web Client,0,1,2020-01,humantohuman transmission has been confirmed in an outbreak of a new coronavirus a development that raises the possibility that it could spread more quickly and widely
"#Coronavirus is common throughout the world, infecting both humans and animals. Before the emergence of the newest strain in Wuhan, Hubei province, six strains of coronavirus were known to affect humans, with four of them causing mild respiratory symptoms akin to common colds.",2020-01-20,"Beijing, China",29,Twitter for Advertisers.,0,14,2020-01,coronavirus is common throughout the world infecting both humans and animals before the emergence of the newest strain in wuhan hubei province six strains of coronavirus were known to affect humans with four of them causing mild respiratory symptoms akin to common colds
China confirms new #coronavirus transmitted by human-to-human contact - National | https://t.co/DQ02WWYrkC https://t.co/q1Fkr79ond,2020-01-20,"Toronto, Canada",0,Twitter Web Client,0,0,2020-01,china confirms new coronavirus transmitted by humantohuman contact national
Government introduces additional temperature screenings over #coronavirus concerns https://t.co/EUBbnlrqMC,2020-01-20,"Berlin, Germany",7,Twitter Web App,1,8,2020-01,government introduces additional temperature screenings over coronavirus concerns
Coronavirus emergency meeting called by WHO as fears of disease intensify #coronavirus https://t.co/4LTra5r3CN,2020-01-20,London,1,TweetDeck,0,1,2020-01,coronavirus emergency meeting called by who as fears of disease intensify coronavirus
#Coronavirus likely to have an impact on events in China during #SpringFestival2020 https://t.co/3UyHvmnzSm https://t.co/DRO6q3RADb,2020-01-20,"Beijing, China",4,Buffer,1,1,2020-01,coronavirus likely to have an impact on events in china during springfestival2020
Good piece by @MaddieGoodfell2 on #coronavirus,2020-01-20,United Kingdom,2,Twitter for iPhone,0,0,2020-01,good piece by maddiegoodfell2 on coronavirus
"China reporting human-to-human transmission of the  coronavirus emerging from Wuhan, with some healthcare providers infected. Cases detected in Beijing and Korea. 

Chinese New Year around the corner

WHO convening an emergency meeting.
https://t.co/jVMYjsKyNN
#coronavirus #wuhan https://t.co/XAGiqyWzKH",2020-01-20,University of Toronto,31,Twitter Web App,1,22,2020-01,china reporting humantohuman transmission of the coronavirus emerging from wuhan with some healthcare providers infected cases detected in beijing and korea chinese new year around the corner who convening an emergency meeting coronavirus wuhan
